date,value
2006/2/7/4.5,6850.49667
2006/2/7/5.0,7086.18667
2006/2/7/5.5,7762.89167
2006/2/7/6.0,8258.07833
2006/2/7/6.5,8673.14667
2006/2/7/7.0,9048.30667
2006/2/7/7.5,9245.77167
2006/2/7/8.0,9374.98833
2006/2/7/8.5,9520.47833
2006/2/7/9.0,9625.91333
2006/2/7/9.5,9606.13167
2006/2/7/10.0,9633.93
2006/2/7/10.5,9570.975
2006/2/7/11.0,9559.90333
2006/2/7/11.5,9560.04667
2006/2/7/12.0,9525.61167
2006/2/7/12.5,9593.05167
2006/2/7/13.0,9582.73667
2006/2/7/13.5,9584.56
2006/2/7/14.0,9564.405
2006/2/7/14.5,9520.89667
2006/2/7/15.0,9539.79
2006/2/7/15.5,9452.97333
2006/2/7/16.0,9547.085
2006/2/7/16.5,9486.20667
2006/2/7/17.0,9376.485
2006/2/7/17.5,9090.99167
2006/2/7/18.0,8907.16167
2006/2/7/18.5,8644.03167
2006/2/7/19.0,8554.39667
2006/2/7/19.5,8688.04833
2006/2/7/20.0,8710.87833
2006/2/7/20.5,8534.29833
2006/2/7/21.0,8207.39
2006/2/7/21.5,8256.05167
2006/2/7/22.0,8056.58333
2006/2/7/22.5,8053.55167
2006/2/7/23.0,7884.99333
2006/2/7/23.5,7765.16667
2006/2/8/0.0,7553.62333
2006/2/8/0.5,7421.74833
2006/2/8/1.0,7201.75167
2006/2/8/1.5,6878.11167
2006/2/8/2.0,6521.375
2006/2/8/2.5,6309.55833
2006/2/8/3.0,6214.62
2006/2/8/3.5,6219.13
2006/2/8/4.0,6268.59833
2006/2/8/4.5,6462.95667
2006/2/8/5.0,6773.38
2006/2/8/5.5,7405.86
2006/2/8/6.0,7967.97167
2006/2/8/6.5,8330.17
2006/2/8/7.0,8699.53667
2006/2/8/7.5,8913.18833
2006/2/8/8.0,9053.74667
2006/2/8/8.5,9303.92167
2006/2/8/9.0,9474.705
2006/2/8/9.5,9595.19333
2006/2/8/10.0,9671.325
2006/2/8/10.5,9687.67
2006/2/8/11.0,9734.71167
2006/2/8/11.5,9705.24167
2006/2/8/12.0,9748.47333
2006/2/8/12.5,9829.52667
2006/2/8/13.0,9890.345
2006/2/8/13.5,9937.29333
2006/2/8/14.0,9977.125
2006/2/8/14.5,10047.895
2006/2/8/15.0,10108.655
2006/2/8/15.5,10185.62167
2006/2/8/16.0,10188.01833
2006/2/8/16.5,10110.775
2006/2/8/17.0,9993.80167
2006/2/8/17.5,9709.66333
2006/2/8/18.0,9527.31
2006/2/8/18.5,9180.68667
2006/2/8/19.0,9042.28333
2006/2/8/19.5,9171.70833
2006/2/8/20.0,9199.44333
2006/2/8/20.5,8858.59
2006/2/8/21.0,8548.945
2006/2/8/21.5,8544.46
2006/2/8/22.0,8349.88167
2006/2/8/22.5,8326.61333
2006/2/8/23.0,8102.415
2006/2/8/23.5,7975.91167
2006/2/9/0.0,7774.99833
2006/2/9/0.5,7562.98333
2006/2/9/1.0,7325.755
2006/2/9/1.5,6975.39167
2006/2/9/2.0,6638.43833
2006/2/9/2.5,6473.15
2006/2/9/3.0,6350.96
2006/2/9/3.5,6341.28833
2006/2/9/4.0,6406.01833
2006/2/9/4.5,6621.23833
2006/2/9/5.0,6940.99333
2006/2/9/5.5,7597.91667
2006/2/9/6.0,8158.45833
2006/2/9/6.5,8567.49167
2006/2/9/7.0,9014.74667
2006/2/9/7.5,9263.34833
2006/2/9/8.0,9484.645
2006/2/9/8.5,9812.35833
2006/2/9/9.0,10024.86333
2006/2/9/9.5,10179.95667
2006/2/9/10.0,10341.16833
2006/2/9/10.5,10451.18833
2006/2/9/11.0,10623.72
2006/2/9/11.5,10752.11833
2006/2/9/12.0,10837.1
2006/2/9/12.5,11007.96
2006/2/9/13.0,11119.465
2006/2/9/13.5,11289.685
2006/2/9/14.0,11475.25667
2006/2/9/14.5,11592.59
2006/2/9/15.0,11760.175
2006/2/9/15.5,11826.89
2006/2/9/16.0,11861.34167
2006/2/9/16.5,11742.20833
2006/2/9/17.0,11596.52833
2006/2/9/17.5,11193.265
2006/2/9/18.0,11131.23833
2006/2/9/18.5,10866.65
2006/2/9/19.0,10726.40833
2006/2/9/19.5,10721.47667
2006/2/9/20.0,10722.54667
2006/2/9/20.5,10212.85333
2006/2/9/21.0,9762.53
2006/2/9/21.5,9469.90333
2006/2/9/22.0,9002.20833
2006/2/9/22.5,8758.375
2006/2/9/23.0,8392.26667
2006/2/9/23.5,8157.95
2006/2/10/0.0,7979.35
2006/2/10/0.5,7693.29
2006/2/10/1.0,7475.95333
2006/2/10/1.5,7087.24
2006/2/10/2.0,6801.72667
2006/2/10/2.5,6638.30833
2006/2/10/3.0,6573.08667
2006/2/10/3.5,6508.96333
2006/2/10/4.0,6557.67833
2006/2/10/4.5,6780.94333
2006/2/10/5.0,7039.92833
2006/2/10/5.5,7652.50667
2006/2/10/6.0,8195.495
2006/2/10/6.5,8544.145
2006/2/10/7.0,8949.13833
2006/2/10/7.5,9189.25667
2006/2/10/8.0,9353.32333
2006/2/10/8.5,9653.40667
2006/2/10/9.0,9779.71333
2006/2/10/9.5,9848.24
2006/2/10/10.0,9803.685
2006/2/10/10.5,9911.16833
2006/2/10/11.0,9884.75
2006/2/10/11.5,9824.31833
2006/2/10/12.0,9874.05833
2006/2/10/12.5,9873.75667
2006/2/10/13.0,9795.38333
2006/2/10/13.5,9889.55667
2006/2/10/14.0,9888.40833
2006/2/10/14.5,9825.80333
2006/2/10/15.0,9802.33
2006/2/10/15.5,9830.50833
2006/2/10/16.0,9777.72333
2006/2/10/16.5,9599.02333
2006/2/10/17.0,9409.40333
2006/2/10/17.5,9067.06667
2006/2/10/18.0,8873.68833
2006/2/10/18.5,8553.44833
2006/2/10/19.0,8642.675
2006/2/10/19.5,8726.73
2006/2/10/20.0,8701.58667
2006/2/10/20.5,8426.92833
2006/2/10/21.0,8196.97667
2006/2/10/21.5,8257.11833
2006/2/10/22.0,8206.74167
2006/2/10/22.5,8199.74667
2006/2/10/23.0,8033.47167
2006/2/10/23.5,7903.05167
2006/2/11/0.0,7651.11667
2006/2/11/0.5,7438.83833
2006/2/11/1.0,7214.88667
2006/2/11/1.5,6838.75833
2006/2/11/2.0,6477.79
2006/2/11/2.5,6335.57
2006/2/11/3.0,6151.945
2006/2/11/3.5,6124.15667
2006/2/11/4.0,6109.835
2006/2/11/4.5,6230.76167
2006/2/11/5.0,6305.73167
2006/2/11/5.5,6528.25167
2006/2/11/6.0,6602.25
2006/2/11/6.5,6899.59167
2006/2/11/7.0,7333.84833
2006/2/11/7.5,7756.79333
2006/2/11/8.0,8074.94333
2006/2/11/8.5,8497.81667
2006/2/11/9.0,8554.34833
2006/2/11/9.5,8706.08167
2006/2/11/10.0,8691.12667
2006/2/11/10.5,8687.6
2006/2/11/11.0,8689.04333
2006/2/11/11.5,8590.875
2006/2/11/12.0,8618.49333
2006/2/11/12.5,8561.20333
2006/2/11/13.0,8556.835
2006/2/11/13.5,8541.78667
2006/2/11/14.0,8571.75833
2006/2/11/14.5,8583.64167
2006/2/11/15.0,8646.16833
2006/2/11/15.5,8685.11667
2006/2/11/16.0,8727.165
2006/2/11/16.5,8634.51333
2006/2/11/17.0,8634.18833
2006/2/11/17.5,8581.315
2006/2/11/18.0,8489.71667
2006/2/11/18.5,8339.90833
2006/2/11/19.0,8194.13167
2006/2/11/19.5,8360.685
2006/2/11/20.0,8385.79167
2006/2/11/20.5,8246.39
2006/2/11/21.0,8075.28667
2006/2/11/21.5,8125.25167
2006/2/11/22.0,7982.55
2006/2/11/22.5,7948.21833
2006/2/11/23.0,7746.53333
2006/2/11/23.5,7522.755
2006/2/12/0.0,7290.61667
2006/2/12/0.5,7086.87667
2006/2/12/1.0,6889.46
2006/2/12/1.5,6618.175
2006/2/12/2.0,6320.39167
2006/2/12/2.5,6206.90333
2006/2/12/3.0,6147.06667
2006/2/12/3.5,6059.12333
2006/2/12/4.0,6066.41333
2006/2/12/4.5,6101.16167
2006/2/12/5.0,6153.47167
2006/2/12/5.5,6264.92833
2006/2/12/6.0,6372.29667
2006/2/12/6.5,6552.92333
2006/2/12/7.0,6896.01833
2006/2/12/7.5,7341.55167
2006/2/12/8.0,7683.54333
2006/2/12/8.5,8000.28833
2006/2/12/9.0,8175.50833
2006/2/12/9.5,8426.55333
2006/2/12/10.0,8576.25
2006/2/12/10.5,8758.42
2006/2/12/11.0,8825.21667
2006/2/12/11.5,8935.43
2006/2/12/12.0,9036.55333
2006/2/12/12.5,9165.19333
2006/2/12/13.0,9197.06167
2006/2/12/13.5,9354.64333
2006/2/12/14.0,9436.69
2006/2/12/14.5,9572.55667
2006/2/12/15.0,9733.61
2006/2/12/15.5,9778.92167
2006/2/12/16.0,9864.285
2006/2/12/16.5,9840.22333
2006/2/12/17.0,9872.81667
2006/2/12/17.5,9877.375
2006/2/12/18.0,9773.8
2006/2/12/18.5,9613.87667
2006/2/12/19.0,9533.84833
2006/2/12/19.5,9656.29167
2006/2/12/20.0,9694.98167
2006/2/12/20.5,9422.445
2006/2/12/21.0,9056.33167
2006/2/12/21.5,8837.92333
2006/2/12/22.0,8470.46833
2006/2/12/22.5,8258.78333
2006/2/12/23.0,7906.86167
2006/2/12/23.5,7697.29167
2006/2/13/0.0,7382.05
2006/2/13/0.5,7195.28
2006/2/13/1.0,7066.32
2006/2/13/1.5,6801.68167
2006/2/13/2.0,6526.73833
2006/2/13/2.5,6460.89167
2006/2/13/3.0,6401.91667
2006/2/13/3.5,6400.24667
2006/2/13/4.0,6493.85667
2006/2/13/4.5,6743.69333
2006/2/13/5.0,7042.66833
2006/2/13/5.5,7707.34333
2006/2/13/6.0,8198.095
2006/2/13/6.5,8650.45
2006/2/13/7.0,8967.41833
2006/2/13/7.5,9430.23333
2006/2/13/8.0,9662.53667
2006/2/13/8.5,10074.18167
2006/2/13/9.0,10273.86333
2006/2/13/9.5,10543.2
2006/2/13/10.0,10606.93167
2006/2/13/10.5,10690.97833
2006/2/13/11.0,10834.46667
2006/2/13/11.5,10829.075
2006/2/13/12.0,10890.57167
2006/2/13/12.5,11008.895
2006/2/13/13.0,11033.68833
2006/2/13/13.5,11087.78833
2006/2/13/14.0,11089.03167
2006/2/13/14.5,11093.09833
2006/2/13/15.0,11140.90333
2006/2/13/15.5,11159.94167
2006/2/13/16.0,11077.08167
2006/2/13/16.5,10835.46
2006/2/13/17.0,10588.46167
2006/2/13/17.5,10210.20167
2006/2/13/18.0,9895.55833
2006/2/13/18.5,9550.78
2006/2/13/19.0,9482.53333
2006/2/13/19.5,9595.655
2006/2/13/20.0,9395.51167
2006/2/13/20.5,9128.51833
2006/2/13/21.0,8736.15
2006/2/13/21.5,8703.275
2006/2/13/22.0,8451.69333
2006/2/13/22.5,8374.80833
2006/2/13/23.0,8167.40667
2006/2/13/23.5,7982.28833
2006/2/14/0.0,7767.12333
2006/2/14/0.5,7574.965
2006/2/14/1.0,7355.68333
2006/2/14/1.5,6949.37667
2006/2/14/2.0,6757.95667
2006/2/14/2.5,6566.29167
2006/2/14/3.0,6432.2
2006/2/14/3.5,6409.8
2006/2/14/4.0,6527.515
2006/2/14/4.5,6746.455
2006/2/14/5.0,7046.43667
2006/2/14/5.5,7766.87833
2006/2/14/6.0,8322.68333
2006/2/14/6.5,8758.13333
2006/2/14/7.0,9199.25833
2006/2/14/7.5,9401.305
2006/2/14/8.0,9554.67833
2006/2/14/8.5,9776.8
2006/2/14/9.0,9886.46667
2006/2/14/9.5,9925.115
2006/2/14/10.0,9989.58833
2006/2/14/10.5,9948.6
2006/2/14/11.0,9984.93167
2006/2/14/11.5,9945.24333
2006/2/14/12.0,9944.94
2006/2/14/12.5,9935.12667
2006/2/14/13.0,9945.98167
2006/2/14/13.5,9953.715
2006/2/14/14.0,9992.69667
2006/2/14/14.5,9957.32
2006/2/14/15.0,9998.13333
2006/2/14/15.5,9984.26167
2006/2/14/16.0,10036.055
2006/2/14/16.5,9877.12667
2006/2/14/17.0,9821.04167
2006/2/14/17.5,9566.33
2006/2/14/18.0,9466.98667
2006/2/14/18.5,9221.67167
2006/2/14/19.0,9171.87667
2006/2/14/19.5,9233.35
2006/2/14/20.0,9209.45167
2006/2/14/20.5,8920.28833
2006/2/14/21.0,8686.59333
2006/2/14/21.5,8612.905
2006/2/14/22.0,8424.35333
2006/2/14/22.5,8391.51667
2006/2/14/23.0,8170.85667
2006/2/14/23.5,8061.68667
2006/2/15/0.0,7829.60667
2006/2/15/0.5,7594.14333
2006/2/15/1.0,7409.895
2006/2/15/1.5,7060.53667
2006/2/15/2.0,6706.72833
2006/2/15/2.5,6569.40833
2006/2/15/3.0,6409.96333
2006/2/15/3.5,6445.855
2006/2/15/4.0,6444.395
2006/2/15/4.5,6709.91167
2006/2/15/5.0,7043.79
2006/2/15/5.5,7680.15333
2006/2/15/6.0,8270.07167
2006/2/15/6.5,8706.70167
2006/2/15/7.0,9143.585
2006/2/15/7.5,9427.095
2006/2/15/8.0,9575.82167
2006/2/15/8.5,9868.64667
2006/2/15/9.0,10014.385
2006/2/15/9.5,10154.72333
2006/2/15/10.0,10231.49833
2006/2/15/10.5,10235.84833
2006/2/15/11.0,10298.29167
2006/2/15/11.5,10302.495
2006/2/15/12.0,10318.21167
2006/2/15/12.5,10365.81833
2006/2/15/13.0,10403.705
2006/2/15/13.5,10461.125
2006/2/15/14.0,10448.62333
2006/2/15/14.5,10434.825
2006/2/15/15.0,10485.33833
2006/2/15/15.5,10509.415
2006/2/15/16.0,10490.11333
2006/2/15/16.5,10296.53167
2006/2/15/17.0,10148.385
2006/2/15/17.5,9841.25333
2006/2/15/18.0,9670.77667
2006/2/15/18.5,9461.24
2006/2/15/19.0,9449.27
2006/2/15/19.5,9480.11333
2006/2/15/20.0,9278.88
2006/2/15/20.5,8926.98667
2006/2/15/21.0,8686.30833
2006/2/15/21.5,8659.48167
2006/2/15/22.0,8453.24
2006/2/15/22.5,8331.51333
2006/2/15/23.0,8087.235
2006/2/15/23.5,7944.24
2006/2/16/0.0,7787.36167
2006/2/16/0.5,7546.11667
2006/2/16/1.0,7305.1
2006/2/16/1.5,6990.625
2006/2/16/2.0,6696.34667
2006/2/16/2.5,6507.41833
2006/2/16/3.0,6342.66667
2006/2/16/3.5,6401.25167
2006/2/16/4.0,6439.34833
2006/2/16/4.5,6697.02667
2006/2/16/5.0,6993.37333
2006/2/16/5.5,7707.51667
2006/2/16/6.0,8349.25167
2006/2/16/6.5,8828.845
2006/2/16/7.0,9254.25
2006/2/16/7.5,9496.435
2006/2/16/8.0,9635.45833
2006/2/16/8.5,9925.08833
2006/2/16/9.0,10109.62333
2006/2/16/9.5,10205.36333
2006/2/16/10.0,10242.37
2006/2/16/10.5,10326.39
2006/2/16/11.0,10396.045
2006/2/16/11.5,10464.10333
2006/2/16/12.0,10422.96
2006/2/16/12.5,10558.75167
2006/2/16/13.0,10629.66167
2006/2/16/13.5,10755.79167
2006/2/16/14.0,10765.61
2006/2/16/14.5,10763.47
2006/2/16/15.0,10733.215
2006/2/16/15.5,10680.435
2006/2/16/16.0,10638.36
2006/2/16/16.5,10447.98167
2006/2/16/17.0,10333.065
2006/2/16/17.5,10071.85833
2006/2/16/18.0,9889.935
2006/2/16/18.5,9547.105
2006/2/16/19.0,9460.21667
2006/2/16/19.5,9567.53667
2006/2/16/20.0,9443.99833
2006/2/16/20.5,8956.87667
2006/2/16/21.0,8651.84167
2006/2/16/21.5,8663.12167
2006/2/16/22.0,8455.84333
2006/2/16/22.5,8356.71
2006/2/16/23.0,8179.47167
2006/2/16/23.5,7982.52833
2006/2/17/0.0,7815.49833
2006/2/17/0.5,7550.27667
2006/2/17/1.0,7322.15167
2006/2/17/1.5,6985.09833
2006/2/17/2.0,6654.40333
2006/2/17/2.5,6471.52167
2006/2/17/3.0,6317.62
2006/2/17/3.5,6365.82667
2006/2/17/4.0,6450.02167
2006/2/17/4.5,6662.20167
2006/2/17/5.0,7011.77833
2006/2/17/5.5,7630.28833
2006/2/17/6.0,8211.87833
2006/2/17/6.5,8615.35
2006/2/17/7.0,9061.93
2006/2/17/7.5,9339.535
2006/2/17/8.0,9597.74333
2006/2/17/8.5,9957.76833
2006/2/17/9.0,10225.95833
2006/2/17/9.5,10453.68833
2006/2/17/10.0,10617.27
2006/2/17/10.5,10803.67333
2006/2/17/11.0,10975.73667
2006/2/17/11.5,11056.58167
2006/2/17/12.0,11183.53333
2006/2/17/12.5,11373.875
2006/2/17/13.0,11548.93167
2006/2/17/13.5,11632.28667
2006/2/17/14.0,11717.85333
2006/2/17/14.5,11736.17833
2006/2/17/15.0,11885.21167
2006/2/17/15.5,12018.84667
2006/2/17/16.0,12023.47833
2006/2/17/16.5,11877.035
2006/2/17/17.0,11621.69
2006/2/17/17.5,11236.605
2006/2/17/18.0,10947.20167
2006/2/17/18.5,10577.30167
2006/2/17/19.0,10323.19833
2006/2/17/19.5,10366.40833
2006/2/17/20.0,10260.66
2006/2/17/20.5,9884.555
2006/2/17/21.0,9487.92
2006/2/17/21.5,9375.31
2006/2/17/22.0,9111.10833
2006/2/17/22.5,9006.09667
2006/2/17/23.0,8726.25667
2006/2/17/23.5,8422.75667
2006/2/18/0.0,8107.26333
2006/2/18/0.5,7810.86667
2006/2/18/1.0,7491.68
2006/2/18/1.5,7151.14333
2006/2/18/2.0,6847.98333
2006/2/18/2.5,6593.96
2006/2/18/3.0,6473.90667
2006/2/18/3.5,6424.08167
2006/2/18/4.0,6434.71667
2006/2/18/4.5,6495.88333
2006/2/18/5.0,6553.84167
2006/2/18/5.5,6817.435
2006/2/18/6.0,6895.195
2006/2/18/6.5,7231.57333
2006/2/18/7.0,7623.635
2006/2/18/7.5,8148.25667
2006/2/18/8.0,8572.02
2006/2/18/8.5,9042.71167
2006/2/18/9.0,9297.62333
2006/2/18/9.5,9577.29333
2006/2/18/10.0,9668.16167
2006/2/18/10.5,9941.185
2006/2/18/11.0,10165.23333
2006/2/18/11.5,10328.01833
2006/2/18/12.0,10541.26
2006/2/18/12.5,10681.86833
2006/2/18/13.0,10853.68167
2006/2/18/13.5,10996.005
2006/2/18/14.0,11077.65
2006/2/18/14.5,11133.81333
2006/2/18/15.0,11206.385
2006/2/18/15.5,11150.91667
2006/2/18/16.0,11044.955
2006/2/18/16.5,10742.72667
2006/2/18/17.0,10623.525
2006/2/18/17.5,10419.76333
2006/2/18/18.0,10215.84167
2006/2/18/18.5,9909.475
2006/2/18/19.0,9810.27
2006/2/18/19.5,9706.74167
2006/2/18/20.0,9585.055
2006/2/18/20.5,9316.09333
2006/2/18/21.0,8957.79667
2006/2/18/21.5,8876.055
2006/2/18/22.0,8629.06667
2006/2/18/22.5,8498.59167
2006/2/18/23.0,8172.10833
2006/2/18/23.5,7840.57167
2006/2/19/0.0,7614.44167
2006/2/19/0.5,7370.895
2006/2/19/1.0,7152.98833
2006/2/19/1.5,6817.93
2006/2/19/2.0,6565.11
2006/2/19/2.5,6422.81667
2006/2/19/3.0,6353.12333
2006/2/19/3.5,6277.08167
2006/2/19/4.0,6308.43333
2006/2/19/4.5,6372.54833
2006/2/19/5.0,6359.165
2006/2/19/5.5,6496.47
2006/2/19/6.0,6519.24
2006/2/19/6.5,6687.83167
2006/2/19/7.0,7023.9
2006/2/19/7.5,7453.40167
2006/2/19/8.0,7811.385
2006/2/19/8.5,8206.27
2006/2/19/9.0,8588.88333
2006/2/19/9.5,8931.605
2006/2/19/10.0,9146.34
2006/2/19/10.5,9357.17833
2006/2/19/11.0,9575.38167
2006/2/19/11.5,9794.01833
2006/2/19/12.0,9972.47167
2006/2/19/12.5,10109.99667
2006/2/19/13.0,10234.59167
2006/2/19/13.5,10298.46
2006/2/19/14.0,10455.53833
2006/2/19/14.5,10468.43333
2006/2/19/15.0,10594.38333
2006/2/19/15.5,10584.435
2006/2/19/16.0,10573.94167
2006/2/19/16.5,10447.30833
2006/2/19/17.0,10391.05167
2006/2/19/17.5,10288.50167
2006/2/19/18.0,10076.93667
2006/2/19/18.5,9901.24667
2006/2/19/19.0,9912.88
2006/2/19/19.5,9965.595
2006/2/19/20.0,9930.565
2006/2/19/20.5,9548.62667
2006/2/19/21.0,9206.15833
2006/2/19/21.5,8959.43167
2006/2/19/22.0,8558.41167
2006/2/19/22.5,8320.72
2006/2/19/23.0,7936.01833
2006/2/19/23.5,7702.33667
2006/2/20/0.0,7473.065
2006/2/20/0.5,7351.16833
2006/2/20/1.0,7167.35833
2006/2/20/1.5,6870.54167
2006/2/20/2.0,6699.415
2006/2/20/2.5,6571.56667
2006/2/20/3.0,6534.185
2006/2/20/3.5,6555.115
2006/2/20/4.0,6649.75667
2006/2/20/4.5,6884.11
2006/2/20/5.0,7245.465
2006/2/20/5.5,7867.15833
2006/2/20/6.0,8407.175
2006/2/20/6.5,8979.90667
2006/2/20/7.0,9531.54
2006/2/20/7.5,9807.73333
2006/2/20/8.0,9929.42667
2006/2/20/8.5,10240.49167
2006/2/20/9.0,10397.51167
2006/2/20/9.5,10472.405
2006/2/20/10.0,10543.23833
2006/2/20/10.5,10580.26333
2006/2/20/11.0,10585.795
2006/2/20/11.5,10609.04333
2006/2/20/12.0,10564.50667
2006/2/20/12.5,10545.94833
2006/2/20/13.0,10547.73833
2006/2/20/13.5,10683.26833
2006/2/20/14.0,10578.915
2006/2/20/14.5,10480.14
2006/2/20/15.0,10480.09667
2006/2/20/15.5,10562.65167
2006/2/20/16.0,10530.02667
2006/2/20/16.5,10442.13
2006/2/20/17.0,10333.96333
2006/2/20/17.5,10042.58167
2006/2/20/18.0,9887.16333
2006/2/20/18.5,9694.90167
2006/2/20/19.0,9536.50167
2006/2/20/19.5,9551.54667
2006/2/20/20.0,9414.38333
2006/2/20/20.5,9114.325
2006/2/20/21.0,8747.95333
2006/2/20/21.5,8667.51167
2006/2/20/22.0,8510.25667
2006/2/20/22.5,8425.95167
2006/2/20/23.0,8210.94
2006/2/20/23.5,8014.12833
2006/2/21/0.0,7841.86333
2006/2/21/0.5,7610.09333
2006/2/21/1.0,7356.29833
2006/2/21/1.5,7066.28667
2006/2/21/2.0,6740.72
2006/2/21/2.5,6520.305
2006/2/21/3.0,6491.23
2006/2/21/3.5,6406.68
2006/2/21/4.0,6512.13667
2006/2/21/4.5,6783.16833
2006/2/21/5.0,7058.56667
2006/2/21/5.5,7819.82167
2006/2/21/6.0,8295.965
2006/2/21/6.5,8856.955
2006/2/21/7.0,9290.21167
2006/2/21/7.5,9587.57333
2006/2/21/8.0,9794.725
2006/2/21/8.5,10043.25667
2006/2/21/9.0,10219.96
2006/2/21/9.5,10287.82667
2006/2/21/10.0,10372.69667
2006/2/21/10.5,10325.64
2006/2/21/11.0,10479.52
2006/2/21/11.5,10510.69167
2006/2/21/12.0,10553.805
2006/2/21/12.5,10575.79833
2006/2/21/13.0,10651.50667
2006/2/21/13.5,10714.85333
2006/2/21/14.0,10708.46167
2006/2/21/14.5,10756.405
2006/2/21/15.0,10753.31333
2006/2/21/15.5,10889.09833
2006/2/21/16.0,10893.72667
2006/2/21/16.5,10830.705
2006/2/21/17.0,10710.89667
2006/2/21/17.5,10341.45833
2006/2/21/18.0,10087.12333
2006/2/21/18.5,9743.91167
2006/2/21/19.0,9669.205
2006/2/21/19.5,9795.22833
2006/2/21/20.0,9681.87667
2006/2/21/20.5,9359.78667
2006/2/21/21.0,9022.07667
2006/2/21/21.5,8986.05
2006/2/21/22.0,8713.62833
2006/2/21/22.5,8583.345
2006/2/21/23.0,8338.99
2006/2/21/23.5,8108.42167
2006/2/22/0.0,7879.925
2006/2/22/0.5,7676.38833
2006/2/22/1.0,7454.755
2006/2/22/1.5,7111.60333
2006/2/22/2.0,6801.18167
2006/2/22/2.5,6618.19
2006/2/22/3.0,6493.28833
2006/2/22/3.5,6492.76
2006/2/22/4.0,6560.89667
2006/2/22/4.5,6728.07333
2006/2/22/5.0,7071.85333
2006/2/22/5.5,7760.48833
2006/2/22/6.0,8366.29333
2006/2/22/6.5,8783.00667
2006/2/22/7.0,9154.06833
2006/2/22/7.5,9435.305
2006/2/22/8.0,9625.15833
2006/2/22/8.5,9932.61667
2006/2/22/9.0,10094.435
2006/2/22/9.5,10247.53667
2006/2/22/10.0,10276.74833
2006/2/22/10.5,10278.10667
2006/2/22/11.0,10308.99
2006/2/22/11.5,10355.465
2006/2/22/12.0,10387.635
2006/2/22/12.5,10493.46833
2006/2/22/13.0,10564.73
2006/2/22/13.5,10592.80833
2006/2/22/14.0,10642.33667
2006/2/22/14.5,10619.34333
2006/2/22/15.0,10709.36833
2006/2/22/15.5,10771.77
2006/2/22/16.0,10743.39167
2006/2/22/16.5,10565.47167
2006/2/22/17.0,10383.14667
2006/2/22/17.5,10087.99167
2006/2/22/18.0,9878.68833
2006/2/22/18.5,9564.38333
2006/2/22/19.0,9458.5
2006/2/22/19.5,9578.02167
2006/2/22/20.0,9410.66833
2006/2/22/20.5,9107.43167
2006/2/22/21.0,8754.00333
2006/2/22/21.5,8721.28167
2006/2/22/22.0,8527.49833
2006/2/22/22.5,8400.58667
2006/2/22/23.0,8138.86667
2006/2/22/23.5,8001.925
2006/2/23/0.0,7768.52167
2006/2/23/0.5,7533.89833
2006/2/23/1.0,7303.275
2006/2/23/1.5,6965.37667
2006/2/23/2.0,6705.37333
2006/2/23/2.5,6500.47167
2006/2/23/3.0,6416.70667
2006/2/23/3.5,6388.39
2006/2/23/4.0,6439.805
2006/2/23/4.5,6690.92667
2006/2/23/5.0,7019.795
2006/2/23/5.5,7710.44667
2006/2/23/6.0,8316.345
2006/2/23/6.5,8754.21167
2006/2/23/7.0,9188.23833
2006/2/23/7.5,9364.07667
2006/2/23/8.0,9555.20833
2006/2/23/8.5,9848.35333
2006/2/23/9.0,9979.78833
2006/2/23/9.5,10068.40167
2006/2/23/10.0,10134.76167
2006/2/23/10.5,10153.355
2006/2/23/11.0,10242.59667
2006/2/23/11.5,10249.2
2006/2/23/12.0,10266.125
2006/2/23/12.5,10345.91
2006/2/23/13.0,10385.09667
2006/2/23/13.5,10406.24833
2006/2/23/14.0,10409.32667
2006/2/23/14.5,10493.93333
2006/2/23/15.0,10546.285
2006/2/23/15.5,10528.43333
2006/2/23/16.0,10471.15167
2006/2/23/16.5,10447.51
2006/2/23/17.0,10418.095
2006/2/23/17.5,10161.91
2006/2/23/18.0,9995.67667
2006/2/23/18.5,9773.685
2006/2/23/19.0,9738.72
2006/2/23/19.5,9881.57667
2006/2/23/20.0,9825.65167
2006/2/23/20.5,9354.25833
2006/2/23/21.0,9031.01167
2006/2/23/21.5,8946.50667
2006/2/23/22.0,8713.85667
2006/2/23/22.5,8639.88167
2006/2/23/23.0,8456.095
2006/2/23/23.5,8205.24167
2006/2/24/0.0,7985.62167
2006/2/24/0.5,7761.225
2006/2/24/1.0,7496.06333
2006/2/24/1.5,7155.45167
2006/2/24/2.0,6834.48167
2006/2/24/2.5,6657.945
2006/2/24/3.0,6531.7
2006/2/24/3.5,6579.91167
2006/2/24/4.0,6559.725
2006/2/24/4.5,6826.13833
2006/2/24/5.0,7162.73167
2006/2/24/5.5,7830.31167
2006/2/24/6.0,8401.24167
2006/2/24/6.5,8793.60333
2006/2/24/7.0,9215.89333
2006/2/24/7.5,9520.425
2006/2/24/8.0,9750.98167
2006/2/24/8.5,10146.44333
2006/2/24/9.0,10359.085
2006/2/24/9.5,10406.12167
2006/2/24/10.0,10544.80167
2006/2/24/10.5,10563.52
2006/2/24/11.0,10658.335
2006/2/24/11.5,10674.94
2006/2/24/12.0,10761.615
2006/2/24/12.5,10818.68
2006/2/24/13.0,10895.38833
2006/2/24/13.5,10941.66333
2006/2/24/14.0,10951.66167
2006/2/24/14.5,10924.17833
2006/2/24/15.0,11066.47667
